pair	RANK_MAJOR	RANK_MINOR	TYPE	PDB_ID	BIO_UNIT	CHAIN1	MODEL1	SEQ_IDENT1	COVERAGE1	SEQ_BEGIN1	SEQ_END1	DOMAIN1	CHAIN2	MODEL2	SEQ_IDENT2	COVERAGE2	SEQ_BEGIN2	SEQ_END2	DOMAIN2	FILENAME	orf_name_1	gene_name_1	uniprot_ac_1	orf_name_2	gene_name_2	uniprot_ac_2	orf_name_a	orf_name_b
YBR137W_YBR137W	1	0	Structure	4clc	1	D	0	99.4	96.6	1	173	-	C	0	100.0	97.2	1	174	-	P38276-P38276-EXP-4clc.pdb1-D-0-C-0.pdb	YBR137W	YBR137W	P38276	YBR137W	YBR137W	P38276	YBR137W	YBR137W
YBR167C_YGR030C	1	0	Structure	3iab	1	B	0	83.5	90.7	14	140	-	A	0	93.5	98.1	4	158	-	P38291-P53218-EXP-3iab.pdb1-B-0-A-0.pdb	YBR167C	POP7	P38291	YGR030C	POP6	P53218	YBR167C	YGR030C
YGR030C_YHR062C	1	0	Structure	6agb	1	I	0	100.0	82.6	1	242	-	F	0	100.0	99.4	2	158	-	P38786-P53218-EXP-6agb.pdb1-I-0-F-0.pdb	YHR062C	RPP1	P38786	YGR030C	POP6	P53218	YGR030C	YHR062C
YGR030C_YNL221C	1	0	Structure	6ah3	1	B	0	95.4	93.9	54	875	-	F	0	100.0	99.4	2	158	-	P41812-P53218-EXP-6ah3.pdb1-B-0-F-0.pdb	YNL221C	POP1	P41812	YGR030C	POP6	P53218	YGR030C	YNL221C
YBR211C_YGR179C	1	0	Structure	6qlf	1	U	0	90.0	58.6	131	320	-	Q	0	88.3	56.9	161	391	-	P38313-P53298-EXP-6qlf.pdb1-U-0-Q-0.pdb	YBR211C	AME1	P38313	YGR179C	OKP1	P53298	YBR211C	YGR179C
YDR254W_YGR179C	1	0	Structure	6qlf	1	N	0	83.0	97.6	5	451	-	Q	0	88.3	56.9	161	391	-	P38907-P53298-EXP-6qlf.pdb1-N-0-Q-0.pdb	YDR254W	CHL4	P38907	YGR179C	OKP1	P53298	YDR254W	YGR179C
YBR211C_YPL018W	1	0	Structure	6qlf	1	U	0	90.0	58.6	131	320	-	P	0	93.8	65.9	124	366	-	P38313-Q02732-EXP-6qlf.pdb1-U-0-P-0.pdb	YBR211C	AME1	P38313	YPL018W	CTF19	Q02732	YBR211C	YPL018W
YDR254W_YPL018W	1	0	Structure	6qlf	1	N	0	83.0	97.6	5	451	-	P	0	93.8	65.9	124	366	-	P38907-Q02732-EXP-6qlf.pdb1-N-0-P-0.pdb	YDR254W	CHL4	P38907	YPL018W	CTF19	Q02732	YDR254W	YPL018W
YER147C_YPL018W	1	0	Structure	5w94	1	A	0	99.4	99.5	2	622	-	E	0	100.0	1.1	3	6	-	P40090-Q02732-EXP-5w94.pdb1-A-0-E-0.pdb	YER147C	SCC4	P40090	YPL018W	CTF19	Q02732	YER147C	YPL018W
YGR179C_YPL018W	1	0	Structure	6qlf	1	Q	0	88.3	56.9	161	391	-	P	0	93.8	65.9	124	366	-	P53298-Q02732-EXP-6qlf.pdb1-Q-0-P-0.pdb	YGR179C	OKP1	P53298	YPL018W	CTF19	Q02732	YGR179C	YPL018W
YBR211C_YLR315W	1	0	Structure	6nuw	1	I	0	84.8	61.1	124	321	-	J	0	96.7	99.3	2	153	-	P38313-Q06162-EXP-6nuw.pdb1-I-0-J-0.pdb	YBR211C	AME1	P38313	YLR315W	NKP2	Q06162	YBR211C	YLR315W
YGR179C_YLR315W	1	0	Structure	6qlf	1	Q	0	88.3	56.9	161	391	-	Z	0	92.7	98.7	3	153	-	P53298-Q06162-EXP-6qlf.pdb1-Q-0-Z-0.pdb	YGR179C	OKP1	P53298	YLR315W	NKP2	Q06162	YGR179C	YLR315W
YBR211C_YDR383C	1	0	Structure	6qlf	1	U	0	90.0	58.6	131	320	-	Y	0	94.1	99.6	2	238	-	P38313-Q12493-EXP-6qlf.pdb1-U-0-Y-0.pdb	YBR211C	AME1	P38313	YDR383C	NKP1	Q12493	YBR211C	YDR383C
YDR254W_YDR383C	1	0	Structure	6qlf	1	N	0	83.0	97.6	5	451	-	Y	0	94.1	99.6	2	238	-	P38907-Q12493-EXP-6qlf.pdb1-N-0-Y-0.pdb	YDR254W	CHL4	P38907	YDR383C	NKP1	Q12493	YDR254W	YDR383C
YDR383C_YGR179C	1	0	Structure	6qlf	1	Q	0	88.3	56.9	161	391	-	Y	0	94.1	99.6	2	238	-	P53298-Q12493-EXP-6qlf.pdb1-Q-0-Y-0.pdb	YGR179C	OKP1	P53298	YDR383C	NKP1	Q12493	YDR383C	YGR179C
YDR383C_YPL018W	1	0	Structure	6qlf	1	P	0	93.8	65.9	124	366	-	Y	0	94.1	99.6	2	238	-	Q02732-Q12493-EXP-6qlf.pdb1-P-0-Y-0.pdb	YPL018W	CTF19	Q02732	YDR383C	NKP1	Q12493	YDR383C	YPL018W
YDR383C_YLR315W	1	0	Structure	6qlf	1	Z	0	92.7	98.7	3	153	-	Y	0	94.1	99.6	2	238	-	Q06162-Q12493-EXP-6qlf.pdb1-Z-0-Y-0.pdb	YLR315W	NKP2	Q06162	YDR383C	NKP1	Q12493	YDR383C	YLR315W
YDR318W_YDR383C	1	0	Structure	6qlf	1	O	0	96.7	57.6	153	364	-	Y	0	94.1	99.6	2	238	-	Q06675-Q12493-EXP-6qlf.pdb1-O-0-Y-0.pdb	YDR318W	MCM21	Q06675	YDR383C	NKP1	Q12493	YDR318W	YDR383C
YBR217W_YPL149W	1	0	Structure	3w1s	2	C	0	91.4	43.5	101	181	-	A	0	92.2	96.3	2	284	-	P38316-Q12380-EXP-3w1s.pdb2-C-0-A-0.pdb	YBR217W	ATG12	P38316	YPL149W	ATG5	Q12380	YBR217W	YPL149W
YMR159C_YPL149W	1	0	Structure	2dyo	2	B	0	100.0	24.0	22	57	-	A	0	94.0	96.9	1	285	-	Q03818-Q12380-EXP-2dyo.pdb2-B-0-A-0.pdb	YMR159C	ATG16	Q03818	YPL149W	ATG5	Q12380	YMR159C	YPL149W
YPL149W_YPL149W	1	0	Structure	2dyo	2	A	0	94.0	96.9	1	285	-	A	1	94.0	96.9	1	285	-	Q12380-Q12380-EXP-2dyo.pdb2-A-0-A-1.pdb	YPL149W	ATG5	Q12380	YPL149W	ATG5	Q12380	YPL149W	YPL149W
YBR223C_YBR223C	1	0	Structure	3sq7	5	D	0	90.7	84.7	79	539	-	A	0	92.6	84.7	79	539	-	P38319-P38319-EXP-3sq7.pdb5-D-0-A-0.pdb	YBR223C	TDP1	P38319	YBR223C	TDP1	P38319	YBR223C	YBR223C
YBR257W_YIR015W	1	0	Structure	6agb	1	D	0	81.4	100.0	1	279	-	K	0	100.0	88.9	17	144	-	P38336-P40571-EXP-6agb.pdb1-D-0-K-0.pdb	YBR257W	POP4	P38336	YIR015W	RPR2	P40571	YBR257W	YIR015W
YBR257W_YNL282W	1	0	Structure	6agb	1	D	0	81.4	100.0	1	279	-	C	0	100.0	89.7	14	188	-	P38336-P53833-EXP-6agb.pdb1-D-0-C-0.pdb	YBR257W	POP4	P38336	YNL282W	POP3	P53833	YBR257W	YNL282W
YIR015W_YNL282W	1	0	Structure	6agb	1	K	0	100.0	88.9	17	144	-	C	0	100.0	89.7	14	188	-	P40571-P53833-EXP-6agb.pdb1-K-0-C-0.pdb	YIR015W	RPR2	P40571	YNL282W	POP3	P53833	YIR015W	YNL282W
YBR260C_YBR260C	1	0	Structure	4wpc	1	B	0	95.4	45.3	25	326	-	A	0	95.3	44.6	30	326	-	P38339-P38339-EXP-4wpc.pdb1-B-0-A-0.pdb	YBR260C	RGD1	P38339	YBR260C	RGD1	P38339	YBR260C	YBR260C
YBR283C_YER019C-A	1	0	Structure	2ww9	1	A	0	100.0	100.0	1	490	-	C	0	100.0	23.9	58	78	-	P38353-P52871-EXP-2ww9.pdb1-A-0-C-0.pdb	YBR283C	SSH1	P38353	YER019C-A	SBH2	P52871	YBR283C	YER019C-A
YMR022W_YMR264W	1	0	Structure	4jqu	1	B	0	100.0	26.1	151	203	-	A	0	96.3	99.4	2	165	-	P38428-Q02159-EXP-4jqu.pdb1-B-0-A-0.pdb	YMR264W	CUE1	P38428	YMR022W	UBC7	Q02159	YMR022W	YMR264W
YEL019C_YOL034W	1	0	Structure	3htk	1	C	0	100.0	95.1	5	258	-	B	0	100.0	6.7	739	811	-	P38632-Q08204-EXP-3htk.pdb1-C-0-B-0.pdb	YEL019C	MMS21	P38632	YOL034W	SMC5	Q08204	YEL019C	YOL034W
YOL034W_YOL034W	1	0	Structure	3htk	1	B	0	100.0	6.7	739	811	-	A	0	100.0	5.5	304	363	-	Q08204-Q08204-EXP-3htk.pdb1-B-0-A-0.pdb	YOL034W	SMC5	Q08204	YOL034W	SMC5	Q08204	YOL034W	YOL034W
YNL259C_YNL259C	1	0	Structure	5vde	1	B	0	100.0	98.6	2	73	-	A	0	100.0	97.3	3	73	-	P38636-P38636-EXP-5vde.pdb1-B-0-A-0.pdb	YNL259C	ATX1	P38636	YNL259C	ATX1	P38636	YNL259C	YNL259C
YDR270W_YNL259C	1	0	Structure	2ggp	-	A	-	100.0	100.0	1	73	-	B	-	100.0	7.1	2	72	-	P38636-P38995-EXP-pdb2ggp.ent-A-0-B-0.pdb	YNL259C	ATX1	P38636	YDR270W	CCC2	P38995	YDR270W	YNL259C
YHR073W_YHR073W	1	0	Structure	4iap	3	B	0	100.0	7.9	237	315	-	A	0	100.0	7.9	237	315	-	P38713-P38713-EXP-4iap.pdb3-B-0-A-0.pdb	YHR073W	OSH3	P38713	YHR073W	OSH3	P38713	YHR073W	YHR073W
YHR183W_YHR183W	1	0	Structure	2p4q	1	A	0	100.0	97.3	1	476	-	A	1	100.0	97.3	1	476	-	P38720-P38720-EXP-2p4q.pdb1-A-0-A-1.pdb	YHR183W	GND1	P38720	YHR183W	GND1	P38720	YHR183W	YHR183W
YDR078C_YHL006C	1	0	Structure	5xyn	1	C	0	97.3	100.0	1	150	-	D	0	93.2	98.7	4	223	-	P38751-P38957-EXP-5xyn.pdb1-C-0-D-0.pdb	YHL006C	SHU1	P38751	YDR078C	SHU2	P38957	YDR078C	YHL006C
YHL006C_YLR376C	1	0	Structure	5xyn	1	C	0	97.3	100.0	1	150	-	A	0	87.0	98.8	1	239	-	P38751-Q12318-EXP-5xyn.pdb1-C-0-A-0.pdb	YHL006C	SHU1	P38751	YLR376C	PSY3	Q12318	YHL006C	YLR376C
YDR078C_YLR376C	1	0	Structure	5xyn	1	D	0	93.2	98.7	4	223	-	A	0	87.0	98.8	1	239	-	P38957-Q12318-EXP-5xyn.pdb1-D-0-A-0.pdb	YDR078C	SHU2	P38957	YLR376C	PSY3	Q12318	YDR078C	YLR376C
YIL132C_YLR376C	1	0	Structure	3vu9	1	B	0	90.5	99.1	3	213	-	A	0	91.9	96.7	6	239	-	P40465-Q12318-EXP-3vu9.pdb1-B-0-A-0.pdb	YIL132C	CSM2	P40465	YLR376C	PSY3	Q12318	YIL132C	YLR376C
YHL002W_YHL002W	1	0	Structure	2pjw	2	H	0	95.5	19.5	288	375	-	H	1	95.5	19.5	288	375	-	P38753-P38753-EXP-2pjw.pdb2-H-0-H-1.pdb	YHL002W	HSE1	P38753	YHL002W	HSE1	P38753	YHL002W	YHL002W
YHR029C_YHR029C	1	0	Structure	1ym5	1	A	0	100.0	99.7	2	294	-	A	1	100.0	99.7	2	294	-	P38765-P38765-EXP-1ym5.pdb1-A-0-A-1.pdb	YHR029C	YHI9	P38765	YHR029C	YHI9	P38765	YHR029C	YHR029C
YHR066W_YPR143W	1	0	Structure	6c0f	1	v	0	100.0	42.4	23	214	-	w	0	100.0	28.0	174	243	-	P38789-Q06511-EXP-6c0f.pdb1-v-0-w-0.pdb	YHR066W	SSF1	P38789	YPR143W	RRP15	Q06511	YHR066W	YPR143W
YHR088W_YPR143W	1	0	Structure	6c0f	1	I	0	100.0	97.6	8	295	-	w	0	100.0	28.0	174	243	-	P38805-Q06511-EXP-6c0f.pdb1-I-0-w-0.pdb	YHR088W	RPF1	P38805	YPR143W	RRP15	Q06511	YHR088W	YPR143W
YGR195W_YHR069C	1	0	Structure	5jea	1	H	0	92.5	85.0	51	355	-	B	0	100.0	98.8	3	245	-	P38792-P46948-EXP-5jea.pdb1-H-0-B-0.pdb	YHR069C	RRP4	P38792	YGR195W	SKI6	P46948	YGR195W	YHR069C
YHR080C_YHR080C	1	0	Structure	6bym	1	B	0	100.0	14.3	946	1138	-	A	0	100.0	14.9	946	1145	-	P38800-P38800-EXP-6bym.pdb1-B-0-A-0.pdb	YHR080C	LAM4	P38800	YHR080C	LAM4	P38800	YHR080C	YHR080C
YHR081W_YJL050W	1	0	Structure	4wfd	2	E	0	100.0	54.9	1	101	-	F	0	100.0	0.7	5	12	-	P38801-P47047-EXP-4wfd.pdb2-E-0-F-0.pdb	YHR081W	LRP1	P38801	YJL050W	MTR4	P47047	YHR081W	YJL050W
YFL024C_YHR090C	1	0	Structure	5j9t	1	H	0	100.0	42.2	1	119	-	G	0	100.0	32.8	127	399	-	P38806-P43572-EXP-5j9t.pdb1-H-0-G-0.pdb	YHR090C	YNG2	P38806	YFL024C	EPL1	P43572	YFL024C	YHR090C
YHR090C_YJR082C	1	0	Structure	5j9t	2	D	0	100.0	42.2	1	119	-	B	0	70.6	96.5	1	109	-	P38806-P47128-EXP-5j9t.pdb2-D-0-B-0.pdb	YHR090C	YNG2	P38806	YJR082C	EAF6	P47128	YHR090C	YJR082C
YFL024C_YJR082C	1	0	Structure	5j9t	2	C	0	98.5	32.7	128	399	-	B	0	70.6	96.5	1	109	-	P43572-P47128-EXP-5j9t.pdb2-C-0-B-0.pdb	YFL024C	EPL1	P43572	YJR082C	EAF6	P47128	YFL024C	YJR082C
YHR090C_YOR244W	1	0	Structure	5j9t	2	D	0	100.0	42.2	1	119	-	A	0	99.6	62.5	160	437	-	P38806-Q08649-EXP-5j9t.pdb2-D-0-A-0.pdb	YHR090C	YNG2	P38806	YOR244W	ESA1	Q08649	YHR090C	YOR244W
YFL024C_YOR244W	1	0	Structure	5j9t	1	G	0	100.0	32.8	127	399	-	E	0	99.6	62.5	160	437	-	P43572-Q08649-EXP-5j9t.pdb1-G-0-E-0.pdb	YFL024C	EPL1	P43572	YOR244W	ESA1	Q08649	YFL024C	YOR244W
YOR244W_YOR244W	1	0	Structure	3to7	2	A	0	100.0	62.0	160	435	-	A	2	100.0	62.0	160	435	-	Q08649-Q08649-EXP-3to7.pdb2-A-0-A-2.pdb	YOR244W	ESA1	Q08649	YOR244W	ESA1	Q08649	YOR244W	YOR244W
YHR099W_YHR099W	1	0	Structure	5y81	1	B	0	88.2	29.7	2633	3744	-	A	0	76.5	70.1	4	2626	-	P38811-P38811-EXP-5y81.pdb1-B-0-A-0.pdb	YHR099W	TRA1	P38811	YHR099W	TRA1	P38811	YHR099W	YHR099W
YEL018W_YHR099W	1	0	Structure	5y81	1	A	0	76.5	70.1	4	2626	-	H	0	57.7	95.7	3	269	-	P38811-P39995-EXP-5y81.pdb1-A-0-H-0.pdb	YHR099W	TRA1	P38811	YEL018W	EAF5	P39995	YEL018W	YHR099W
YDR359C_YHR099W	1	0	Structure	5y81	1	B	0	88.2	29.7	2633	3744	-	C	0	86.4	16.5	648	809	-	P38811-Q06337-EXP-5y81.pdb1-B-0-C-0.pdb	YHR099W	TRA1	P38811	YDR359C	EAF1	Q06337	YDR359C	YHR099W
YDR359C_YFL039C	1	0	Structure	5y81	1	G	0	94.6	98.9	5	375	-	E	0	100.0	4.2	357	397	-	P60010-Q06337-EXP-5y81.pdb1-G-0-E-0.pdb	YFL039C	ACT1	P60010	YDR359C	EAF1	Q06337	YDR359C	YFL039C
YDR359C_YJL081C	1	0	Structure	5y81	1	F	0	85.9	100.0	1	489	-	E	0	100.0	4.2	357	397	-	P80428-Q06337-EXP-5y81.pdb1-F-0-E-0.pdb	YJL081C	ARP4	P80428	YDR359C	EAF1	Q06337	YDR359C	YJL081C
YHR108W_YHR108W	1	0	Structure	3mnm	4	B	0	97.4	19.7	471	585	-	A	0	97.4	19.7	471	585	-	P38817-P38817-EXP-3mnm.pdb4-B-0-A-0.pdb	YHR108W	GGA2	P38817	YHR108W	GGA2	P38817	YHR108W	YHR108W
YHR119W_YLR015W	1	0	Structure	6ven	1	N	0	78.4	25.7	803	1080	-	O	0	70.3	88.7	51	498	-	P38827-P43132-EXP-6ven.pdb1-N-0-O-0.pdb	YHR119W	SET1	P38827	YLR015W	BRE2	P43132	YHR119W	YLR015W
YAR003W_YLR015W	1	0	Structure	6ven	1	M	0	93.6	99.1	1	422	-	O	0	70.3	88.7	51	498	-	P39706-P43132-EXP-6ven.pdb1-M-0-O-0.pdb	YAR003W	SWD1	P39706	YLR015W	BRE2	P43132	YAR003W	YLR015W
YHR124W_YHR124W	1	0	Structure	1m6u	5	A	0	98.9	42.3	63	327	-	A	1	98.9	42.3	63	327	-	P38830-P38830-EXP-1m6u.pdb5-A-0-A-1.pdb	YHR124W	NDT80	P38830	YHR124W	NDT80	P38830	YHR124W	YHR124W
YER038C_YHR154W	1	0	Structure	6j0w	2	B	0	94.6	45.1	2	484	-	D	0	100.0	6.2	13	41	-	P38850-P40026-EXP-6j0w.pdb2-B-0-D-0.pdb	YHR154W	RTT107	P38850	YER038C	KRE29	P40026	YER038C	YHR154W
YHR154W_YLR320W	1	0	Structure	6j0x	2	B	0	96.3	45.2	2	485	-	F	0	100.0	1.1	22	37	-	P38850-Q06164-EXP-6j0x.pdb2-B-0-F-0.pdb	YHR154W	RTT107	P38850	YLR320W	MMS22	Q06164	YHR154W	YLR320W
YHR154W_YLR135W	1	0	Structure	6j0y	1	A	0	97.7	45.3	2	486	-	C	0	100.0	7.1	535	587	-	P38850-Q12098-EXP-6j0y.pdb1-A-0-C-0.pdb	YHR154W	RTT107	P38850	YLR135W	SLX4	Q12098	YHR154W	YLR135W
YHR171W_YNR007C	1	0	Structure	3t7g	1	A	0	100.0	45.4	3	288	-	C	0	100.0	3.9	131	142	-	P38862-P40344-EXP-3t7g.pdb1-A-0-C-0.pdb	YHR171W	ATG7	P38862	YNR007C	ATG3	P40344	YHR171W	YNR007C
YHR171W_YLL042C	1	0	Structure	4gsk	1	B	0	93.9	96.2	2	607	-	Y	0	82.4	98.8	1	165	-	P38862-Q07879-EXP-4gsk.pdb1-B-0-Y-0.pdb	YHR171W	ATG7	P38862	YLL042C	ATG10	Q07879	YHR171W	YLL042C
YLL042C_YLL042C	1	0	Structure	4ebr	1	B	0	92.1	98.2	2	165	-	A	0	92.1	98.2	2	165	-	Q07879-Q07879-EXP-4ebr.pdb1-B-0-A-0.pdb	YLL042C	ATG10	Q07879	YLL042C	ATG10	Q07879	YLL042C	YLL042C
YHR172W_YLR212C	1	0	Structure	5flz	1	A	4	77.1	90.6	55	800	-	C	4	99.6	94.1	1	445	-	P38863-P53378-EXP-5flz.pdb1-A-4-C-4.pdb	YHR172W	SPC97	P38863	YLR212C	TUB4	P53378	YHR172W	YLR212C
YLR212C_YLR212C	1	0	Structure	5flz	1	D	4	99.6	94.1	1	445	-	C	4	99.6	94.1	1	445	-	P53378-P53378-EXP-5flz.pdb1-D-4-C-4.pdb	YLR212C	TUB4	P53378	YLR212C	TUB4	P53378	YLR212C	YLR212C
YHR172W_YNL126W	1	0	Structure	5flz	1	A	2	77.1	90.6	55	800	-	B	1	84.7	78.8	180	846	-	P38863-P53540-EXP-5flz.pdb1-A-2-B-1.pdb	YHR172W	SPC97	P38863	YNL126W	SPC98	P53540	YHR172W	YNL126W
YLR212C_YNL126W	1	0	Structure	5flz	1	D	3	99.6	94.1	1	445	-	B	3	84.7	78.8	180	846	-	P53378-P53540-EXP-5flz.pdb1-D-3-B-3.pdb	YLR212C	TUB4	P53378	YNL126W	SPC98	P53540	YLR212C	YNL126W
YHR187W_YPL101W	1	0	Structure	4a8j	1	E	0	93.5	75.1	2	233	-	D	0	76.8	77.4	67	419	-	P38874-Q02884-EXP-4a8j.pdb1-E-0-D-0.pdb	YHR187W	IKI1	P38874	YPL101W	ELP4	Q02884	YHR187W	YPL101W
YHR187W_YMR312W	1	0	Structure	4a8j	1	E	0	93.5	75.1	2	233	-	C	0	96.7	98.5	5	273	-	P38874-Q04868-EXP-4a8j.pdb1-E-0-C-0.pdb	YHR187W	IKI1	P38874	YMR312W	ELP6	Q04868	YHR187W	YMR312W
YMR312W_YPL101W	1	0	Structure	4a8j	1	D	0	76.8	77.4	67	419	-	F	0	96.3	98.5	5	273	-	Q02884-Q04868-EXP-4a8j.pdb1-D-0-F-0.pdb	YPL101W	ELP4	Q02884	YMR312W	ELP6	Q04868	YMR312W	YPL101W
YEL013W_YHR195W	1	0	Structure	5xjg	1	B	0	100.0	9.3	292	321	-	A	0	99.0	85.5	19	512	-	P38881-P39968-EXP-5xjg.pdb1-B-0-A-0.pdb	YHR195W	NVJ1	P38881	YEL013W	VAC8	P39968	YEL013W	YHR195W
YEL013W_YEL013W	1	0	Structure	5xjg	1	C	0	99.0	85.5	19	512	-	A	0	99.0	85.5	19	512	-	P39968-P39968-EXP-5xjg.pdb1-C-0-A-0.pdb	YEL013W	VAC8	P39968	YEL013W	VAC8	P39968	YEL013W	YEL013W
YGR128C_YHR196W	1	0	Structure	6nd4	1	K	0	100.0	15.3	428	515	-	I	0	80.6	23.1	549	713	-	P38882-P53276-EXP-6nd4.pdb1-K-0-I-0.pdb	YHR196W	UTP9	P38882	YGR128C	UTP8	P53276	YGR128C	YHR196W
YDR398W_YHR196W	1	0	Structure	6nd4	1	K	0	100.0	15.3	428	515	-	L	0	85.2	86.3	3	557	-	P38882-Q04177-EXP-6nd4.pdb1-K-0-L-0.pdb	YHR196W	UTP9	P38882	YDR398W	UTP5	Q04177	YDR398W	YHR196W
YDR398W_YJL069C	1	0	Structure	6nd4	1	S	0	91.7	83.2	101	594	-	L	0	85.2	86.3	3	557	-	P40362-Q04177-EXP-6nd4.pdb1-S-0-L-0.pdb	YJL069C	UTP18	P40362	YDR398W	UTP5	Q04177	YDR398W	YJL069C
YDR398W_YGR128C	1	0	Structure	6nd4	1	I	0	80.6	23.1	549	713	-	L	0	85.2	86.3	3	557	-	P53276-Q04177-EXP-6nd4.pdb1-I-0-L-0.pdb	YGR128C	UTP8	P53276	YDR398W	UTP5	Q04177	YDR398W	YGR128C
YDR398W_YPL126W	1	0	Structure	6nd4	1	H	0	92.3	99.1	9	896	-	L	0	85.2	86.3	3	557	-	Q02931-Q04177-EXP-6nd4.pdb1-H-0-L-0.pdb	YPL126W	NAN1	Q02931	YDR398W	UTP5	Q04177	YDR398W	YPL126W
YHR196W_YMR093W	1	0	Structure	6nd4	1	K	0	100.0	15.3	428	515	-	J	0	96.5	99.6	2	512	-	P38882-Q04305-EXP-6nd4.pdb1-K-0-J-0.pdb	YHR196W	UTP9	P38882	YMR093W	UTP15	Q04305	YHR196W	YMR093W
YJL069C_YMR093W	1	0	Structure	6nd4	1	S	0	91.7	83.2	101	594	-	J	0	96.5	99.6	2	512	-	P40362-Q04305-EXP-6nd4.pdb1-S-0-J-0.pdb	YJL069C	UTP18	P40362	YMR093W	UTP15	Q04305	YJL069C	YMR093W
YMR093W_YPL126W	1	0	Structure	6nd4	1	H	0	92.3	99.1	9	896	-	J	0	96.5	99.6	2	512	-	Q02931-Q04305-EXP-6nd4.pdb1-H-0-J-0.pdb	YPL126W	NAN1	Q02931	YMR093W	UTP15	Q04305	YMR093W	YPL126W
YDR398W_YMR093W	1	0	Structure	6nd4	1	L	0	85.2	86.3	3	557	-	J	0	96.5	99.6	2	512	-	Q04177-Q04305-EXP-6nd4.pdb1-L-0-J-0.pdb	YDR398W	UTP5	Q04177	YMR093W	UTP15	Q04305	YDR398W	YMR093W
YDR254W_YDR318W	1	0	Structure	6qlf	1	N	0	83.0	97.6	5	451	-	O	0	96.7	57.6	153	364	-	P38907-Q06675-EXP-6qlf.pdb1-N-0-O-0.pdb	YDR254W	CHL4	P38907	YDR318W	MCM21	Q06675	YDR254W	YDR318W
YDR318W_YGR179C	1	0	Structure	6qlf	1	Q	0	88.3	56.9	161	391	-	O	0	96.7	57.6	153	364	-	P53298-Q06675-EXP-6qlf.pdb1-Q-0-O-0.pdb	YGR179C	OKP1	P53298	YDR318W	MCM21	Q06675	YDR318W	YGR179C
YDR318W_YPL018W	1	0	Structure	6qlf	1	P	0	93.8	65.9	124	366	-	O	0	96.7	57.6	153	364	-	Q02732-Q06675-EXP-6qlf.pdb1-P-0-O-0.pdb	YPL018W	CTF19	Q02732	YDR318W	MCM21	Q06675	YDR318W	YPL018W
YDR318W_YLR315W	1	0	Structure	6qlf	1	Z	0	92.7	98.7	3	153	-	O	0	96.7	57.6	153	364	-	Q06162-Q06675-EXP-6qlf.pdb1-Z-0-O-0.pdb	YLR315W	NKP2	Q06162	YDR318W	MCM21	Q06675	YDR318W	YLR315W
YAL035W_YMR260C	1	0	Structure	3wbk	1	C	0	100.0	7.2	143	153	-	A	0	98.2	60.0	402	1002	-	P38912-P39730-EXP-3wbk.pdb1-C-0-A-0.pdb	YMR260C	TIF11	P38912	YAL035W	FUN12	P39730	YAL035W	YMR260C
YMR167W_YOR033C	1	0	Structure	4fmo	1	A	0	100.0	34.3	506	769	-	C	0	100.0	1.0	443	449	-	P38920-P39875-EXP-4fmo.pdb1-A-0-C-0.pdb	YMR167W	MLH1	P38920	YOR033C	EXO1	P39875	YMR167W	YOR033C
YMR167W_YOL043C	1	0	Structure	4fmn	1	A	0	100.0	34.5	505	769	-	C	0	100.0	1.8	22	28	-	P38920-Q08214-EXP-4fmn.pdb1-A-0-C-0.pdb	YMR167W	MLH1	P38920	YOL043C	NTG2	Q08214	YMR167W	YOL043C
YDL195W_YLR208W	1	0	Structure	2pm7	1	C	0	90.6	29.3	373	745	-	D	0	95.6	99.3	2	296	-	P38968-Q04491-EXP-2pm7.pdb1-C-0-D-0.pdb	YDL195W	SEC31	P38968	YLR208W	SEC13	Q04491	YDL195W	YLR208W
YLR208W_YPL085W	1	0	Structure	3mzk	1	B	0	95.5	18.4	988	1390	-	A	0	100.0	100.0	1	297	-	P48415-Q04491-EXP-3mzk.pdb1-B-0-A-0.pdb	YPL085W	SEC16	P48415	YLR208W	SEC13	Q04491	YLR208W	YPL085W
YGL092W_YLR208W	1	0	Structure	3iko	1	B	0	100.0	32.5	731	1158	-	A	0	95.8	96.3	8	293	-	P49687-Q04491-EXP-3iko.pdb1-B-0-A-0.pdb	YGL092W	NUP145	P49687	YLR208W	SEC13	Q04491	YGL092W	YLR208W
YDL116W_YLR208W	1	0	Structure	3jro	1	C	0	94.9	54.0	33	424	-	A	0	96.9	97.3	8	296	-	P52891-Q04491-EXP-3jro.pdb1-C-0-A-0.pdb	YDL116W	NUP84	P52891	YLR208W	SEC13	Q04491	YDL116W	YLR208W
YFR031C_YLR086W	1	0	Structure	4rsi	1	A	0	99.0	24.4	453	738	-	B	0	98.5	27.6	557	948	-	P38989-Q12267-EXP-4rsi.pdb1-A-0-B-0.pdb	YFR031C	SMC2	P38989	YLR086W	SMC4	Q12267	YFR031C	YLR086W
YIR034C_YIR034C	1	0	Structure	3uha	3	B	0	99.7	97.9	3	367	-	A	0	99.7	97.9	3	367	-	P38998-P38998-EXP-3uha.pdb3-B-0-A-0.pdb	YIR034C	LYS1	P38998	YIR034C	LYS1	P38998	YIR034C	YIR034C
YNR050C_YNR050C	1	0	Structure	2axq	1	A	0	100.0	99.8	2	446	-	A	1	100.0	99.8	2	446	-	P38999-P38999-EXP-2axq.pdb1-A-0-A-1.pdb	YNR050C	LYS9	P38999	YNR050C	LYS9	P38999	YNR050C	YNR050C
